<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",327401,6,4,"Model Aye","6","g",57.50,8,1.39.94,0.39.33,16.70," ","Shaun & Emma Clotworthy","Byerley Park",62.00,0.00,0.00,"Jake Bayliss",57.50,0.00,67,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",287450,"SHOCKING (AUS) 2005",229862,"WHERESMUM (NZ) 2002",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",350952,7,7,"Seirios (AUS)","4","g",57.50,3,1.37.61,0.37.74,2.30," 2 LEN","Jamie Richards","Matamata",2.50,1.30,1100.00,"Nik Bakar",53.50,4.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",324966,"PIERRO (AUS) 2009",270711,"IRISH LIGHTS (AUS) 2006",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",303132,9,1,"She's Prismatic","6","m",55.00,6,1.38.86,0.38.59,9.90," ","Jason Price","Matamata",16.90,0.00,0.00,"Tegan Newman",52.00,3.00,66,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",278104,"MASTERCRAFTSMAN (IRE) 2006",208099,"HIGHGROVE LASS (NZ) 1999",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",291838,10,5,"He's No Saint","7","g",55.00,5,1.37.94,0.37.67,4.40," 5 1/2 LEN","Karen Fursdon","Matamata",12.50,0.00,275.00,"Michael Coleman",55.00,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",222919,"KEEPER (AUS) 1997",220501,"SAINT IRIS (NZ) 2001",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",326087,1,14,"Acre","6","g",58.50,4,1.26.24,0.37.61,1.80," 2 1/4 LEN","Graeme Cameron","Te Rapa",11.20,0.00,500.00,"Jason Waddell",58.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time), Nose Band",238708,"CAPTAIN RIO (GB) 1999",199891,"HELEN'S ROSE (NZ) 1996",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",314787,2,13,"Amen Corner","5","g",58.50,3,1.25.98,0.37.11,0.30," 1 1/2 LEN","Kim Coxon","Matamata",22.30,5.10,2000.00,"Taiki Yanagida",55.50,3.00,50,0,0,"Approved Plates, Lugging Bit",289930,"TOBIQUE (AUS) 2005",271430,"ISLAND BRIDE (AUS) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",319804,3,10,"Clarios","5","g",58.50,11,1.27.39,0.38.16,9.10," ","Sean Dowling","Matamata",43.70,0.00,0.00,"Jake Bayliss",58.50,0.00,49,0,0,"Approved Plates, Lugging Bit, Side Winkers on, Tongue Tie",243502,"RIOS (NZ) 2004",271978,"FIBBING (NZ) 2009",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",334297,4,9,"Caballero","4","g",58.50,7,1.26.63,0.38.12,4.30," ","Murray Baker & Andrew Forsman","Cambridge",13.70,0.00,0.00,"Matthew Cameron",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",301053,"CAPE BLANCO (IRE) 2007",261980,"HIGH HEELS (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",336894,5,1,"Swiss Stinger","4","g",58.50,13,1.28.45,0.39.68,15.70," ","Annabelle Johnson","Pukekohe Park",10.30,0.00,0.00,"Sam Spratt",58.50,0.00,47,0,0,"Approved Plates on, Lugging Bit, Side Winkers",285139,"SWISS ACE (AUS) 2004",220573,"STING LEICA BEE (NZ) 2001",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",333556,6,2,"White River","4","g",58.50,6,1.26.63,0.37.44,4.30," ","John Bell","Cambridge",14.90,0.00,0.00,"Danielle Johnson",58.50,0.00,46,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",247165,"MISS SCARLATTI (NZ) 2005",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",337788,7,11,"El Coolio","4","g",58.50,5,1.26.60,0.37.85,4.10," HEAD","Nathan Hanley & Kylie Whiting","Tokoroa",68.80,0.00,250.00,"Trudy Thornton",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",247999,"EL HERMANO (NZ) 2005",248488,"BROKER'S DREAM (NZ) 2005",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",323493,8,8,"Witharmswideopen","5","g",58.50,14,1.28.49,0.39.10,16.00," ","Logan Hall","Cambridge",89.60,0.00,0.00,"Rogan Norvall",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers (1st time)",255435,"LUCKY UNICORN (AUS) 2002",219512,"DAZZLING DAMA (NZ) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",327784,9,3,"Scarfi","4","m",56.50,1,1.25.95,0.37.00,," SHORT HEAD","Chris Gibbs & Michelle Bradley","Ruakaka",4.00,1.70,6250.00,"Cameron Lammas",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287689,"MAKFI (GB) 2007",258565,"SPLITFIRE (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",333561,10,6,"Palamedes","4","m",56.50,8,1.26.67,0.37.48,4.50," ","Peter & Dawn Williams","Byerley Park",9.20,0.00,0.00,"Vinnie Colgan",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",324966,"PIERRO (AUS) 2009",260837,"PAPILIO (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",329343,11,7,"Azamour Queen","4","m",56.50,12,1.27.88,0.38.55,12.10," ","Jason Price","Matamata",66.20,0.00,0.00,"Shaun McKay",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",269429,"AZAMOUR (IRE) 2001",252556,"OUTLAW QUEEN (AUS) 2005",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",330803,13,4,"Lagertha","4","m",56.50,10,1.27.38,0.37.75,9.00," ","Ernie Griffiths","Te Aroha",113.00,0.00,0.00,"Jordan Nason",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",278342,"THEWAYYOUARE (USA) 2005",260586,"NEXT CENTURY (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",350470,14,12,"Harbourside","3","g",56.00,2,1.26.02,0.37.11,0.10," SHORT NECK","Tony Pike","Cambridge",2.60,1.50,1000.00,"Michael Coleman",56.00,0.00,52,0,0,"Approved Plates, Lugging Bit, Nose Band",338087,"HARBOUR WATCH (IRE) 2009",347761,"SCATTERED DREAMS (AUS) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198421,8,,Flat,1400,"MDN","WAIKATO STUD-SIX TIME BREEDER OF THE YEAR 1400",10000.00,16:39:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",338160,16,5,"Belle South","4","m",56.50,9,1.27.34,0.38.91,8.80," ","Glynn Brick","Cambridge",114.10,0.00,0.00,"Tui Miles",52.50,4.00,45,0,0,"Approved Plates, Standard Bit, Blinkers (1st time)",300223,"ZACINTO (GB) 2006",214382,"NUREYEVA (NZ) 2000",
