<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",362580,3,2,"Now Is Now","4","m",57.50,5,1.30.45,0.40.46,12.30," ","Johno Benner & Hollie Wynyard","Otaki",5.00,0.00,220.00,"Lisa Allpress",57.50,0.00,73,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time), Nasal Strip, Nose Band, Tongue Tie",276923,"BATTLE PAINT (USA) 2004",255900,"CAPE TREASURE (AUS) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",353941,4,4,"Raced Evens (AUS)","4","m",57.50,1,1.28.36,0.38.77,," 1 1/4 LEN","Jaimee-Lee Lupton","Waverley",1.60,1.20,5940.00,"Joe Kamaruddin",54.50,3.00,73,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",302513,"ZOFFANY (IRE) 2008",209797,"LUSCILLA (NZ) 1999",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",364308,5,7,"Royal Patch (AUS)","5","g",57.50,3,1.28.62,0.38.71,1.70," 7 3/4 LEN","Fraser Auret","Marton",8.40,0.00,770.00,"Madan Singh",57.50,0.00,69,0,0,"Approved Plates, Lugging Bit, Nasal Strip",328811,"CAMELOT (GB) 2009",364309,"BUDAPEST (AUS) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",320378,6,3,"Keep It Savvy","7","g",56.50,4,1.29.98,0.40.19,9.50," 2 3/4 LEN","Lisa Latta","Awapuni",21.50,0.00,440.00,"Kate Hercock",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",238456,"SAVABEEL (AUS) 2001",248110,"CAN'T KEEPER DOWN (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",332355,7,6,"Tennessee Rose","6","m",54.00,7,1.32.72,0.42.33,25.10," ","Karen Buttimore","Hawera",56.20,0.00,220.00,"Sarah Macnab",54.00,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers - 1 O/S (1st time)",287687,"SHOWCASING (GB) 2007",271306,"SAVANNAH RAIN (AUS) 1997",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",349566,1,6,"Blue Arrow","6","g",58.50,6,1.30.45,0.40.85,5.80," ","Tina Egan","Stratford",14.30,0.00,200.00,"Hazel Schofer",57.50,1.00,50,0,0,"Approved Plates, Butterfly Bit on, Barrier Blanket",302210,"DALGHAR (FR) 2006",202074,"BOWEN ARROW (NZ) 1998",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",363121,2,4,"Harvey Specter","4","g",58.50,5,1.30.40,0.41.64,5.00," ","Trevor Chambers","Foxton",18.00,0.00,200.00,"Darryl Bradley",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",211629,"PINS (AUS) 1996",326307,"TREASURY (AUS) 2010",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",381407,3,3,"Kingfisher Lad (AUS)","3","g",58.50,3,1.30.29,0.42.17,4.50," 1/2 NECK","Chrissy Bambry","Foxton",25.70,7.10,700.00,"Sam O'Malley",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",350504,"UNENCUMBERED (AUS) 2011",242512,"MAMASAN (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",410471,4,2,"Lord Spencer","3","g",58.50,13,1.31.60,0.41.32,13.00," ","J J Rayner","Wanganui",11.70,0.00,200.00,"Lisa Allpress",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",226925,"ZED (NZ) 2002",246046,"LA VILENTE (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",374650,5,5,"Iconic Lass","3","f",56.50,2,1.29.97,0.42.09,2.50," 2 LEN","Rosie Buchanan","Stratford",5.60,1.80,1500.00,"Ashvin Mudhoo",53.50,3.00,54,0,0,"Approved Plates, Standard Bit, Blinkers",287687,"SHOWCASING (GB) 2007",301289,"CHERRY VAIN (AUS) 2011",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",379020,6,7,"Gaelic Spirit","3","f",56.50,1,1.29.54,0.41.22,," 2 1/2 LEN","Lisa Latta","Awapuni",5.20,1.90,5400.00,"Ryan Elliot",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit",302210,"DALGHAR (FR) 2006",260873,"CELTIC CHARM (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",357588,7,8,"Kaitlin Rose","4","m",56.50,11,1.30.92,0.42.78,8.70," ","Roger Allen","Opaki",4.20,0.00,200.00,"Callum Jones",53.50,3.00,53,0,0,"Approved Plates, Lugging Bit, Side Winkers",313448,"NIAGARA (AUS) 2008",272914,"PIT A PAT (NZ) 2009",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",377987,8,13,"Shez Maleficent","3","f",56.50,4,1.30.35,0.42.23,4.70," NECK","Adrian Bull","Hunterville",5.80,0.00,400.00,"Charlotte O'Beirne",54.50,2.00,50,0,0,"Ear Covers Pre-Race, Approved Plates, Standard Bit",354377,"EXOSPHERE (AUS) 2012",366067,"JOLIE BLONDE (AUS) 2008",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",353354,9,10,"Friday","4","m",56.50,9,1.30.77,0.41.01,7.60," ","Ashley Meadows","Awapuni",66.20,0.00,200.00,"Temyia Taiaroa",54.50,2.00,46,0,0,"Approved Plates, Lugging Bit",241092,"ALAMOSA (NZ) 2004",236503,"MONTARE (NZ) 2003",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",371454,10,1,"She's So Reliable","3","f",56.50,14,1.32.74,0.43.62,20.00," ","John Bary","Hastings",13.60,0.00,200.00,"Leah Hemi",56.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Shadow Roll",313564,"RELIABLE MAN (GB) 2008",220763,"CAPACITY (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",397313,11,11,"Albufeira","3","f",56.50,7,1.30.48,0.41.16,5.90," ","Mike Breslin","Awapuni",67.10,0.00,200.00,"Danielle Hirini",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Ear Covers",241092,"ALAMOSA (NZ) 2004",207729,"DANCING DIVA (NZ) 1999",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",371939,12,9,"Briar","3","f",56.50,10,1.30.90,0.41.88,8.60," ","Guy Lowry & Grant Cullen","Hastings",71.00,0.00,200.00,"Sarah Macnab",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Nose Band (1st time)",271956,"SACRED FALLS (NZ) 2009",278421,"ROSEHIP (NZ) 2009",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",351717,13,14,"Mi Carol","5","m",56.50,12,1.31.03,0.42.71,9.50," ","Rochelle Lockett","Wanganui",41.80,0.00,200.00,"Mereana Hudson",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",261934,"NADEEM (AUS) 2003",254531,"KARAKA JUBILEE (NZ) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211470,7,,Flat,1360,"MDN","MAD BUTCHER MDN 1360",10000.00,15:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",364451,14,12,"Miracles Take Time","4","m",56.50,8,1.30.72,0.41.72,7.40," ","Rochelle Lockett","Wanganui",57.20,0.00,200.00,"Diego Montes de Oca",55.50,1.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",236672,"METTRE EN JEU (NZ) 2003",240625,"BELLO CAPPELLO (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",354431,1,2,"Dawn County","4","g",58.50,5,1.29.93,0.40.25,4.70," ","Peter Didham","Awapuni",2.70,0.00,200.00,"Sarah Macnab",58.50,0.00,54,0,0,"Ear Covers Pre-Race, Approved Plates, Hoof Pads (Front), Lugging Bit, Blinkers (1st time)",241092,"ALAMOSA (NZ) 2004",249774,"DAWN GHOST (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",380592,2,9,"Busybeingfabulous","5","g",58.50,4,1.29.61,0.39.95,2.90," 1 3/4 LEN","Mark Oulaghan","Awapuni",4.50,0.00,400.00,"Lisa Allpress",58.50,0.00,53,0,0,"Approved Plates, Standard Bit, Nose Band",287776,"FABULOUS (NZ) 2010",261143,"JOSEPHINE (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",376706,4,12,"Hardtimes","3","g",58.50,3,1.29.59,0.39.93,2.80," SHORT HEAD","Paul Pascoe","Hawera",36.90,6.50,700.00,"Mereana Hudson",58.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers, Ear Covers, Tongue Tie",264906,"HARADASUN (AUS) 2003",243452,"TIMEOUT (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",357890,5,4,"Nelson's Blood","4","g",58.50,11,1.31.08,0.41.58,11.20," ","David Hayes","Awapuni",30.30,0.00,200.00,"Leah Hemi",58.50,0.00,45,0,0,"Approved Plates, Standard Bit, Nose Band",337951,"CHARM SPIRIT (IRE) 2011",244719,"FEMME BRITANNIA (AUS) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",372288,6,7,"Ted Lasso","3","g",58.50,1,1.29.12,0.39.64,," 1/2 LEN","Kevin Gray","Copper Belt Lodge, Palmerston North",14.70,3.20,5400.00,"Sam O'Malley",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",268744,"BURGUNDY (NZ) 2008",243521,"KATIE LOU (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",358725,8,3,"Zoey Satin","4","m",56.50,6,1.30.25,0.40.33,6.50," ","Raymond Connors","Bulls",2.90,0.00,200.00,"Ashvin Mudhoo",53.50,3.00,52,0,0,"Approved Plates, Lugging Bit",226925,"ZED (NZ) 2002",255583,"FYRA SATIN (NZ) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",380575,10,1,"Cholula","3","f",56.50,9,1.30.72,0.40.18,9.10," ","Mike Breslin","Awapuni",36.80,0.00,200.00,"Hazel Schofer",56.00,0.50,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Ear Covers",278260,"ROAD TO ROCK (AUS) 2004",276241,"CHIPOTLE (NZ) 2009",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",380630,11,11,"Martina Mariea","3","f",56.50,12,1.33.94,0.43.90,27.50," ","Aaron Bidlake","Opaki",104.00,0.00,200.00,"Bailey Rogerson",52.50,4.00,45,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",246760,"MONTJEU WAY (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",356823,12,6,"Sacred Lady","4","m",56.50,8,1.30.54,0.40.50,8.10," ","Guy Smith","Stratford",40.30,0.00,200.00,"Charlotte O'Beirne",54.50,2.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",271956,"SACRED FALLS (NZ) 2009",257042,"LADY LINCOLN (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",372016,13,14,"Sacred Pearl","3","f",56.50,2,1.29.21,0.39.61,0.50," 2 1/4 LEN","Lisa Latta","Awapuni",52.00,8.50,1500.00,"Ryan Elliot",57.00,-0.50,45,0,0,"Approved Plates, Lugging Bit",271956,"SACRED FALLS (NZ) 2009",293479,"NIGELLA (NZ) 2011",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",344753,14,5,"Valzitabella","5","m",56.50,13,1.35.70,0.46.22,37.50," ","J J Rayner","Wanganui",59.30,0.00,200.00,"Jasmine Fawcett",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Tongue Tie",247182,"EIGHTH WONDER (NZ) 2005",250927,"O'MAGGIE (NZ) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",346783,15,8,"Hermes","5","m",56.50,10,1.30.72,0.40.84,9.20," ","Karen Buttimore","Hawera",62.80,0.00,200.00,"Tony Allan",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers on, Barrier Blanket",258606,"JIMMY CHOUX (NZ) 2007",312950,"SHANPANICHI (AUS) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",212945,8,,Flat,1360,"MDN","ST JOHNS CLUB MDN 1360",10000.00,16:09:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Overcast",348314,17,10,"Derecho","5","g",58.50,7,1.30.28,0.40.48,6.60," ","Matthew Eales","Awapuni",39.40,0.00,200.00,"Danielle Hirini",58.50,0.00,45,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",337159,"SIZZLING (AUS) 2009",337820,"SEATTLE STORM (AUS) 2009",
